job_id,@job_s,@model,@weather,@north,@floor,@ach,@wwr_KL,@wwr_B,BD1_HA26p_occ
EP_CP_P1201_000000504,00504,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,80,80,0.37
EP_CP_P1201_000000505,00505,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,80,80,0.305
EP_CP_P1201_000000506,00506,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,80,80,0.222
EP_CP_P1201_000000507,00507,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,80,80,0.171
EP_CP_P1201_000000508,00508,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,80,70,0.365
EP_CP_P1201_000000509,00509,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,80,70,0.294
EP_CP_P1201_000000510,00510,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,80,70,0.208
EP_CP_P1201_000000511,00511,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,80,70,0.155
EP_CP_P1201_000000512,00512,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,80,60,0.358
EP_CP_P1201_000000513,00513,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,80,60,0.279
EP_CP_P1201_000000514,00514,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,80,60,0.19
EP_CP_P1201_000000515,00515,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,80,60,0.138
EP_CP_P1201_000000516,00516,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,80,50,0.348
EP_CP_P1201_000000517,00517,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,80,50,0.262
EP_CP_P1201_000000518,00518,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,80,50,0.165
EP_CP_P1201_000000519,00519,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,80,50,0.12
EP_CP_P1201_000000520,00520,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,80,40,0.335
EP_CP_P1201_000000521,00521,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,80,40,0.24
EP_CP_P1201_000000522,00522,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,80,40,0.136
EP_CP_P1201_000000523,00523,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,80,40,0.099
EP_CP_P1201_000000524,00524,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,70,70,0.364
EP_CP_P1201_000000525,00525,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,70,70,0.293
EP_CP_P1201_000000526,00526,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,70,70,0.207
EP_CP_P1201_000000527,00527,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,70,70,0.155
EP_CP_P1201_000000528,00528,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,70,60,0.357
EP_CP_P1201_000000529,00529,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,70,60,0.278
EP_CP_P1201_000000530,00530,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,70,60,0.189
EP_CP_P1201_000000531,00531,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,70,60,0.138
EP_CP_P1201_000000532,00532,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,70,50,0.347
EP_CP_P1201_000000533,00533,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,70,50,0.261
EP_CP_P1201_000000534,00534,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,70,50,0.163
EP_CP_P1201_000000535,00535,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,70,50,0.119
EP_CP_P1201_000000536,00536,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,70,40,0.333
EP_CP_P1201_000000537,00537,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,70,40,0.238
EP_CP_P1201_000000538,00538,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,70,40,0.135
EP_CP_P1201_000000539,00539,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,70,40,0.098
EP_CP_P1201_000000540,00540,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,60,60,0.355
EP_CP_P1201_000000541,00541,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,60,60,0.276
EP_CP_P1201_000000542,00542,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,60,60,0.188
EP_CP_P1201_000000543,00543,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,60,60,0.138
EP_CP_P1201_000000544,00544,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,60,50,0.345
EP_CP_P1201_000000545,00545,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,60,50,0.259
EP_CP_P1201_000000546,00546,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,60,50,0.162
EP_CP_P1201_000000547,00547,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,60,50,0.118
EP_CP_P1201_000000548,00548,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,60,40,0.332
EP_CP_P1201_000000549,00549,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,60,40,0.236
EP_CP_P1201_000000550,00550,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,60,40,0.134
EP_CP_P1201_000000551,00551,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,60,40,0.097
EP_CP_P1201_000000552,00552,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,50,50,0.344
EP_CP_P1201_000000553,00553,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,50,50,0.258
EP_CP_P1201_000000554,00554,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,50,50,0.161
EP_CP_P1201_000000555,00555,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,50,50,0.117
EP_CP_P1201_000000556,00556,CP_P1201,GTW_DSY1,90.0,Ground_Floor,1,50,40,0.33
EP_CP_P1201_000000557,00557,CP_P1201,GTW_DSY1,90.0,Ground_Floor,2,50,40,0.234
EP_CP_P1201_000000558,00558,CP_P1201,GTW_DSY1,90.0,Ground_Floor,4,50,40,0.133
EP_CP_P1201_000000559,00559,CP_P1201,GTW_DSY1,90.0,Ground_Floor,8,50,40,0.096
EP_CP_P1201_000000560,00560,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,90,90,0.403
EP_CP_P1201_000000561,00561,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,90,90,0.352
EP_CP_P1201_000000562,00562,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,90,90,0.271
EP_CP_P1201_000000563,00563,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,90,90,0.211
EP_CP_P1201_000000564,00564,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,90,80,0.402
EP_CP_P1201_000000565,00565,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,90,80,0.346
EP_CP_P1201_000000566,00566,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,90,80,0.261
EP_CP_P1201_000000567,00567,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,90,80,0.2
EP_CP_P1201_000000568,00568,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,90,70,0.401
EP_CP_P1201_000000569,00569,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,90,70,0.339
EP_CP_P1201_000000570,00570,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,90,70,0.247
EP_CP_P1201_000000571,00571,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,90,70,0.185
EP_CP_P1201_000000572,00572,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,90,60,0.398
EP_CP_P1201_000000573,00573,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,90,60,0.33
EP_CP_P1201_000000574,00574,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,90,60,0.231
EP_CP_P1201_000000575,00575,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,90,60,0.166
EP_CP_P1201_000000576,00576,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,90,50,0.395
EP_CP_P1201_000000577,00577,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,90,50,0.317
EP_CP_P1201_000000578,00578,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,90,50,0.212
EP_CP_P1201_000000579,00579,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,90,50,0.146
EP_CP_P1201_000000580,00580,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,90,40,0.391
EP_CP_P1201_000000581,00581,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,90,40,0.3
EP_CP_P1201_000000582,00582,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,90,40,0.18
EP_CP_P1201_000000583,00583,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,90,40,0.122
EP_CP_P1201_000000584,00584,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,80,80,0.401
EP_CP_P1201_000000585,00585,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,80,80,0.345
EP_CP_P1201_000000586,00586,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,80,80,0.26
EP_CP_P1201_000000587,00587,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,80,80,0.199
EP_CP_P1201_000000588,00588,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,80,70,0.4
EP_CP_P1201_000000589,00589,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,80,70,0.338
EP_CP_P1201_000000590,00590,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,80,70,0.246
EP_CP_P1201_000000591,00591,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,80,70,0.185
EP_CP_P1201_000000592,00592,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,80,60,0.398
EP_CP_P1201_000000593,00593,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,80,60,0.329
EP_CP_P1201_000000594,00594,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,80,60,0.23
EP_CP_P1201_000000595,00595,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,80,60,0.165
EP_CP_P1201_000000596,00596,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,80,50,0.395
EP_CP_P1201_000000597,00597,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,80,50,0.316
EP_CP_P1201_000000598,00598,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,80,50,0.21
EP_CP_P1201_000000599,00599,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,80,50,0.145
EP_CP_P1201_000000600,00600,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,80,40,0.391
EP_CP_P1201_000000601,00601,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,80,40,0.298
EP_CP_P1201_000000602,00602,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,80,40,0.179
EP_CP_P1201_000000603,00603,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,80,40,0.121
EP_CP_P1201_000000604,00604,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,70,70,0.399
EP_CP_P1201_000000605,00605,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,70,70,0.337
EP_CP_P1201_000000606,00606,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,70,70,0.245
EP_CP_P1201_000000607,00607,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,70,70,0.184
EP_CP_P1201_000000608,00608,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,70,60,0.397
EP_CP_P1201_000000609,00609,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,70,60,0.328
EP_CP_P1201_000000610,00610,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,70,60,0.229
EP_CP_P1201_000000611,00611,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,70,60,0.164
EP_CP_P1201_000000612,00612,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,70,50,0.394
EP_CP_P1201_000000613,00613,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,70,50,0.314
EP_CP_P1201_000000614,00614,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,70,50,0.208
EP_CP_P1201_000000615,00615,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,70,50,0.144
EP_CP_P1201_000000616,00616,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,70,40,0.389
EP_CP_P1201_000000617,00617,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,70,40,0.296
EP_CP_P1201_000000618,00618,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,70,40,0.177
EP_CP_P1201_000000619,00619,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,70,40,0.119
EP_CP_P1201_000000620,00620,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,60,60,0.396
EP_CP_P1201_000000621,00621,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,60,60,0.327
EP_CP_P1201_000000622,00622,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,60,60,0.228
EP_CP_P1201_000000623,00623,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,60,60,0.163
EP_CP_P1201_000000624,00624,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,60,50,0.394
EP_CP_P1201_000000625,00625,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,60,50,0.313
EP_CP_P1201_000000626,00626,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,60,50,0.206
EP_CP_P1201_000000627,00627,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,60,50,0.143
EP_CP_P1201_000000628,00628,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,60,40,0.388
EP_CP_P1201_000000629,00629,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,60,40,0.294
EP_CP_P1201_000000630,00630,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,60,40,0.175
EP_CP_P1201_000000631,00631,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,60,40,0.119
EP_CP_P1201_000000632,00632,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,50,50,0.393
EP_CP_P1201_000000633,00633,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,50,50,0.311
EP_CP_P1201_000000634,00634,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,50,50,0.204
EP_CP_P1201_000000635,00635,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,50,50,0.143
EP_CP_P1201_000000636,00636,CP_P1201,GTW_DSY1,90.0,Mid_Floor,1,50,40,0.387
EP_CP_P1201_000000637,00637,CP_P1201,GTW_DSY1,90.0,Mid_Floor,2,50,40,0.292
EP_CP_P1201_000000638,00638,CP_P1201,GTW_DSY1,90.0,Mid_Floor,4,50,40,0.173
EP_CP_P1201_000000639,00639,CP_P1201,GTW_DSY1,90.0,Mid_Floor,8,50,40,0.117
EP_CP_P1201_000000640,00640,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,90,90,0.378
EP_CP_P1201_000000641,00641,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,90,90,0.333
EP_CP_P1201_000000642,00642,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,90,90,0.27
EP_CP_P1201_000000643,00643,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,90,90,0.222
EP_CP_P1201_000000644,00644,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,90,80,0.375
EP_CP_P1201_000000645,00645,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,90,80,0.328
EP_CP_P1201_000000646,00646,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,90,80,0.263
EP_CP_P1201_000000647,00647,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,90,80,0.215
EP_CP_P1201_000000648,00648,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,90,70,0.372
EP_CP_P1201_000000649,00649,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,90,70,0.321
EP_CP_P1201_000000650,00650,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,90,70,0.254
EP_CP_P1201_000000651,00651,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,90,70,0.205
EP_CP_P1201_000000652,00652,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,90,60,0.368
EP_CP_P1201_000000653,00653,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,90,60,0.313
EP_CP_P1201_000000654,00654,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,90,60,0.243
EP_CP_P1201_000000655,00655,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,90,60,0.192
EP_CP_P1201_000000656,00656,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,90,50,0.362
EP_CP_P1201_000000657,00657,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,90,50,0.304
EP_CP_P1201_000000658,00658,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,90,50,0.229
EP_CP_P1201_000000659,00659,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,90,50,0.179
EP_CP_P1201_000000660,00660,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,90,40,0.357
EP_CP_P1201_000000661,00661,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,90,40,0.292
EP_CP_P1201_000000662,00662,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,90,40,0.21
EP_CP_P1201_000000663,00663,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,90,40,0.159
EP_CP_P1201_000000664,00664,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,80,80,0.375
EP_CP_P1201_000000665,00665,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,80,80,0.327
EP_CP_P1201_000000666,00666,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,80,80,0.262
EP_CP_P1201_000000667,00667,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,80,80,0.215
EP_CP_P1201_000000668,00668,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,80,70,0.372
EP_CP_P1201_000000669,00669,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,80,70,0.321
EP_CP_P1201_000000670,00670,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,80,70,0.254
EP_CP_P1201_000000671,00671,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,80,70,0.205
EP_CP_P1201_000000672,00672,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,80,60,0.367
EP_CP_P1201_000000673,00673,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,80,60,0.313
EP_CP_P1201_000000674,00674,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,80,60,0.242
EP_CP_P1201_000000675,00675,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,80,60,0.191
EP_CP_P1201_000000676,00676,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,80,50,0.362
EP_CP_P1201_000000677,00677,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,80,50,0.304
EP_CP_P1201_000000678,00678,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,80,50,0.229
EP_CP_P1201_000000679,00679,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,80,50,0.178
EP_CP_P1201_000000680,00680,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,80,40,0.356
EP_CP_P1201_000000681,00681,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,80,40,0.292
EP_CP_P1201_000000682,00682,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,80,40,0.209
EP_CP_P1201_000000683,00683,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,80,40,0.157
EP_CP_P1201_000000684,00684,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,70,70,0.371
EP_CP_P1201_000000685,00685,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,70,70,0.32
EP_CP_P1201_000000686,00686,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,70,70,0.253
EP_CP_P1201_000000687,00687,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,70,70,0.204
EP_CP_P1201_000000688,00688,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,70,60,0.367
EP_CP_P1201_000000689,00689,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,70,60,0.312
EP_CP_P1201_000000690,00690,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,70,60,0.242
EP_CP_P1201_000000691,00691,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,70,60,0.191
EP_CP_P1201_000000692,00692,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,70,50,0.361
EP_CP_P1201_000000693,00693,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,70,50,0.303
EP_CP_P1201_000000694,00694,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,70,50,0.228
EP_CP_P1201_000000695,00695,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,70,50,0.177
EP_CP_P1201_000000696,00696,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,70,40,0.355
EP_CP_P1201_000000697,00697,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,70,40,0.29
EP_CP_P1201_000000698,00698,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,70,40,0.208
EP_CP_P1201_000000699,00699,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,70,40,0.156
EP_CP_P1201_000000700,00700,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,60,60,0.366
EP_CP_P1201_000000701,00701,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,60,60,0.312
EP_CP_P1201_000000702,00702,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,60,60,0.241
EP_CP_P1201_000000703,00703,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,60,60,0.19
EP_CP_P1201_000000704,00704,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,60,50,0.361
EP_CP_P1201_000000705,00705,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,60,50,0.302
EP_CP_P1201_000000706,00706,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,60,50,0.227
EP_CP_P1201_000000707,00707,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,60,50,0.177
EP_CP_P1201_000000708,00708,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,60,40,0.355
EP_CP_P1201_000000709,00709,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,60,40,0.29
EP_CP_P1201_000000710,00710,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,60,40,0.207
EP_CP_P1201_000000711,00711,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,60,40,0.156
EP_CP_P1201_000000712,00712,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,50,50,0.36
EP_CP_P1201_000000713,00713,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,50,50,0.301
EP_CP_P1201_000000714,00714,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,50,50,0.226
EP_CP_P1201_000000715,00715,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,50,50,0.176
EP_CP_P1201_000000716,00716,CP_P1201,GTW_DSY1,90.0,Top_Floor,1,50,40,0.354
EP_CP_P1201_000000717,00717,CP_P1201,GTW_DSY1,90.0,Top_Floor,2,50,40,0.289
EP_CP_P1201_000000718,00718,CP_P1201,GTW_DSY1,90.0,Top_Floor,4,50,40,0.206
EP_CP_P1201_000000719,00719,CP_P1201,GTW_DSY1,90.0,Top_Floor,8,50,40,0.156
EP_CP_P1201_000000720,00720,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,90,90,0.384
EP_CP_P1201_000000721,00721,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,90,90,0.324
EP_CP_P1201_000000722,00722,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,90,90,0.242
EP_CP_P1201_000000723,00723,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,90,90,0.188
EP_CP_P1201_000000724,00724,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,90,80,0.382
EP_CP_P1201_000000725,00725,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,90,80,0.314
EP_CP_P1201_000000726,00726,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,90,80,0.229
EP_CP_P1201_000000727,00727,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,90,80,0.176
EP_CP_P1201_000000728,00728,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,90,70,0.377
EP_CP_P1201_000000729,00729,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,90,70,0.304
EP_CP_P1201_000000730,00730,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,90,70,0.214
EP_CP_P1201_000000731,00731,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,90,70,0.163
EP_CP_P1201_000000732,00732,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,90,60,0.37
EP_CP_P1201_000000733,00733,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,90,60,0.29
EP_CP_P1201_000000734,00734,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,90,60,0.196
EP_CP_P1201_000000735,00735,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,90,60,0.146
EP_CP_P1201_000000736,00736,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,90,50,0.363
EP_CP_P1201_000000737,00737,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,90,50,0.274
EP_CP_P1201_000000738,00738,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,90,50,0.176
EP_CP_P1201_000000739,00739,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,90,50,0.126
EP_CP_P1201_000000740,00740,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,90,40,0.35
EP_CP_P1201_000000741,00741,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,90,40,0.251
EP_CP_P1201_000000742,00742,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,90,40,0.148
EP_CP_P1201_000000743,00743,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,90,40,0.105
EP_CP_P1201_000000744,00744,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,80,80,0.381
EP_CP_P1201_000000745,00745,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,80,80,0.313
EP_CP_P1201_000000746,00746,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,80,80,0.228
EP_CP_P1201_000000747,00747,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,80,80,0.176
EP_CP_P1201_000000748,00748,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,80,70,0.376
EP_CP_P1201_000000749,00749,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,80,70,0.303
EP_CP_P1201_000000750,00750,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,80,70,0.214
EP_CP_P1201_000000751,00751,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,80,70,0.162
EP_CP_P1201_000000752,00752,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,80,60,0.369
EP_CP_P1201_000000753,00753,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,80,60,0.289
EP_CP_P1201_000000754,00754,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,80,60,0.195
EP_CP_P1201_000000755,00755,CP_P1201,GTW_DSY1,135.0,Ground_Floor,8,80,60,0.145
EP_CP_P1201_000000756,00756,CP_P1201,GTW_DSY1,135.0,Ground_Floor,1,80,50,0.361
EP_CP_P1201_000000757,00757,CP_P1201,GTW_DSY1,135.0,Ground_Floor,2,80,50,0.273
EP_CP_P1201_000000758,00758,CP_P1201,GTW_DSY1,135.0,Ground_Floor,4,80,50,0.174
